txtAuthor,txtBody_Clean,gd_counts,gd_average,liwc_counts,liwc_averge
angrycurrycel,foids just arent used to hearing the word no or not getting their way in general,Counter({'soldier': 1}),1,"Counter({'Function': 9, 'CogProc': 4, 'Negate': 3, 'Verb': 3, 'Differ': 3, 'Prep': 2, 'Social': 2, 'Relativ': 2, 'Space': 2, 'Adverb': 1, 'Auxverb': 1, 'FocusPresent': 1, 'Cause': 1, 'FocusPast': 1, 'Percept': 1, 'Hear': 1, 'Article': 1, 'Conj': 1, 'Tentat': 1, 'Drives': 1, 'Reward': 1, 'Pronoun': 1, 'Ppron': 1, 'They': 1, 'Adj': 1})",46
BlkPillPres,Saung-Hui Cho said:                                    Not gonna work because millions of men gin up false hope due to orbiting.            Click to expand...,"Counter({'soldier': 1, 'deadline': 1})",2,"Counter({'Function': 5, 'Relativ': 4, 'Prep': 4, 'Verb': 3, 'Social': 2, 'FocusFuture': 2, 'Drives': 2, 'FocusPresent': 2, 'CogProc': 2, 'Space': 2, 'Percept': 1, 'Hear': 1, 'FocusPast': 1, 'Motion': 1, 'Informal': 1, 'Netspeak': 1, 'Achieve': 1, 'Work': 1, 'Conj': 1, 'Cause': 1, 'Number': 1, 'Male': 1, 'Power': 1, 'Affect': 1, 'Posemo': 1, 'Discrep': 1, 'Tentat': 1, 'Time': 1})",46
TigerFestival,Saung-Hui Cho said:                                    Not gonna work because millions of men gin up false hope due to orbiting.            Click to expand...,"Counter({'soldier': 1, 'deadline': 1})",2,"Counter({'Function': 5, 'Relativ': 4, 'Prep': 4, 'Verb': 3, 'Social': 2, 'FocusFuture': 2, 'Drives': 2, 'FocusPresent': 2, 'CogProc': 2, 'Space': 2, 'Percept': 1, 'Hear': 1, 'FocusPast': 1, 'Motion': 1, 'Informal': 1, 'Netspeak': 1, 'Achieve': 1, 'Work': 1, 'Conj': 1, 'Cause': 1, 'Number': 1, 'Male': 1, 'Power': 1, 'Affect': 1, 'Posemo': 1, 'Discrep': 1, 'Tentat': 1, 'Time': 1})",46
ElliotRodgerGod,"cope, this will never happen, the bluepill forced into men as a result of feminism will never be destroyed. Men will never wake up.",Counter(),0,"Counter({'Function': 14, 'Verb': 5, 'CogProc': 5, 'Relativ': 5, 'Auxverb': 4, 'Prep': 4, 'FocusFuture': 3, 'Adverb': 3, 'Negate': 3, 'Certain': 3, 'Time': 3, 'Drives': 3, 'Power': 3, 'FocusPresent': 2, 'Article': 2, 'Cause': 2, 'Space': 2, 'Pronoun': 1, 'Ipron': 1, 'Social': 1, 'Male': 1, 'Conj': 1, 'Adj': 1, 'Compare': 1, 'Affect': 1, 'Negemo': 1, 'Anger': 1, 'Bio': 1, 'Body': 1})",78
AsiaCel,Sans said:                                    They're not entitled to air.            Click to expand...      The only air they are entitled to is Zyklon B,Counter(),0,"Counter({'Function': 8, 'Verb': 3, 'Prep': 3, 'Relativ': 3, 'Space': 3, 'Social': 2, 'Auxverb': 2, 'FocusPresent': 2, 'Percept': 1, 'Hear': 1, 'FocusPast': 1, 'Negate': 1, 'CogProc': 1, 'Differ': 1, 'Adverb': 1, 'Pronoun': 1, 'Ppron': 1, 'They': 1})",36
Sans,"AsiaCel said:                                    The only air they are entitled to is Zyklon B            Click to expand...      haha, fucking based",Counter(),0,"Counter({'Function': 6, 'Verb': 4, 'Social': 2, 'Relativ': 2, 'Space': 2, 'Auxverb': 2, 'FocusPresent': 2, 'Prep': 2, 'Affect': 2, 'Informal': 2, 'Percept': 1, 'Hear': 1, 'FocusPast': 1, 'Adverb': 1, 'Pronoun': 1, 'Ppron': 1, 'They': 1, 'Posemo': 1, 'Netspeak': 1, 'Adj': 1, 'Negemo': 1, 'Anger': 1, 'Bio': 1, 'Sexual': 1, 'Swear': 1, 'CogProc': 1, 'Cause': 1})",43
InMyCellInHell,"Only chads going on strike will matter. If you're part of the 80% of men that aren't desired, going on strike does fuck all. Real talk.","Counter({'violence': 2, 'relationship': 1})",3,"Counter({'Function': 9, 'Verb': 5, 'Relativ': 4, 'Prep': 4, 'FocusFuture': 3, 'Social': 3, 'FocusPresent': 3, 'Motion': 2, 'Space': 2, 'Auxverb': 2, 'Pronoun': 2, 'Quant': 2, 'Affect': 2, 'CogProc': 2, 'Ppron': 1, 'You': 1, 'Article': 1, 'Male': 1, 'Ipron': 1, 'Posemo': 1, 'Discrep': 1, 'Drives': 1, 'Reward': 1, 'Negemo': 1, 'Anger': 1, 'Bio': 1, 'Sexual': 1, 'Informal': 1, 'Swear': 1, 'Certain': 1})",61
MSCW,Other men would replace you.  Cheaper and willing to do everything their masters would say.,Counter(),0,"Counter({'Function': 8, 'Social': 5, 'Verb': 4, 'Auxverb': 3, 'CogProc': 3, 'Pronoun': 3, 'Discrep': 2, 'Ppron': 2, 'Drives': 2, 'FocusPresent': 2, 'Male': 1, 'Relativ': 1, 'Motion': 1, 'You': 1, 'Conj': 1, 'Adj': 1, 'Affect': 1, 'Reward': 1, 'Prep': 1, 'Ipron': 1, 'Certain': 1, 'They': 1, 'Power': 1, 'Work': 1, 'Percept': 1, 'Hear': 1})",50
AsiaCel,"If you don't have the latest iphone X and whatever airpods you're seen as a weirdo or someone really poor. Damages your social status.    There's a high change someone Is incel if they dont bother with the latest gadgets.    We simply don't have the logistics to shell out thousands of dollars (depends where you live) for a new phone with 2GB more RAM nor we care enough about it.                                                                            My phone is a old Samsung from 2016. Does everything just fine and effortlessly. No gimmick new features, wunderwaffe wireless features. Just a mini PC I can use.    As for chad, he can use a Nokia 3310 and still slay.","Counter({'surveillance': 3, 'suicide': 1, 'frustration': 1, 'relationship': 1, 'loneliness': 1, 'weaponry': 1})",8,"Counter({'Function': 48, 'Social': 13, 'Pronoun': 12, 'Verb': 11, 'FocusPresent': 11, 'CogProc': 11, 'Relativ': 10, 'Prep': 10, 'Article': 9, 'Adj': 9, 'Ppron': 7, 'Conj': 7, 'Auxverb': 6, 'Time': 6, 'Adverb': 6, 'Drives': 6, 'Ipron': 5, 'Affect': 5, 'Tentat': 5, 'You': 4, 'Compare': 4, 'Differ': 4, 'Cause': 4, 'Percept': 3, 'Negemo': 3, 'Power': 3, 'Space': 3, 'Interrog': 2, 'Money': 2, 'Affiliation': 2, 'Negate': 2, 'Hear': 2, 'Posemo': 2, 'See': 1, 'FocusPast': 1, 'Motion': 1, 'Discrep': 1, 'They': 1, 'Anger': 1, 'Number': 1, 'Bio': 1, 'Health': 1, 'Quant': 1, 'We': 1, 'Certain': 1, 'Achieve': 1, 'Work': 1, 'SheHe': 1, 'Male': 1, 'Death': 1})",254
DeformAspergerCel,"yeah, the normniggers at uni laughed at me when I told them I had no phone",Counter({'surveillance': 1}),1,"Counter({'Function': 8, 'Relativ': 3, 'Social': 3, 'Prep': 2, 'Space': 2, 'Percept': 2, 'Hear': 2, 'Pronoun': 2, 'Ppron': 2, 'Verb': 2, 'FocusPast': 2, 'Informal': 1, 'Assent': 1, 'Article': 1, 'Affect': 1, 'Posemo': 1, 'I': 1, 'Adverb': 1, 'Conj': 1, 'Interrog': 1, 'Time': 1, 'They': 1, 'Auxverb': 1, 'Negate': 1})",43
stravinsky,"Higher chance they are incel if they are coping with the latest gadgets in my experience, honestly. Depends on your social class of course, but still.",Counter({'honour': 1}),1,"Counter({'Function': 14, 'Pronoun': 4, 'Ppron': 4, 'Social': 4, 'Prep': 4, 'Relativ': 4, 'CogProc': 3, 'Tentat': 2, 'They': 2, 'Auxverb': 2, 'Verb': 2, 'FocusPresent': 2, 'Conj': 2, 'Differ': 2, 'Time': 2, 'Space': 2, 'Work': 2, 'Discrep': 1, 'Article': 1, 'Adj': 1, 'Compare': 1, 'I': 1, 'Percept': 1, 'Affect': 1, 'Posemo': 1, 'You': 1, 'Drives': 1, 'Affiliation': 1, 'Adverb': 1})",69
TheSecondComing,"Phones are expensive as shit bro. Mine works just fine, no need to waste money on a new one","Counter({'help': 1, 'loneliness': 1})",2,"Counter({'Function': 7, 'Verb': 3, 'FocusPresent': 3, 'Prep': 3, 'Adj': 3, 'Money': 2, 'Affect': 2, 'Informal': 2, 'Drives': 2, 'Relativ': 2, 'Auxverb': 1, 'Conj': 1, 'Compare': 1, 'Negemo': 1, 'Anger': 1, 'Bio': 1, 'Body': 1, 'Swear': 1, 'Social': 1, 'Family': 1, 'Male': 1, 'Affiliation': 1, 'Achieve': 1, 'Work': 1, 'Adverb': 1, 'Posemo': 1, 'Negate': 1, 'CogProc': 1, 'Discrep': 1, 'Space': 1, 'Article': 1, 'Time': 1, 'Number': 1})",52
RollD20,These new pills keep getting weirder and weirder.,Counter({'relationship': 1}),1,"Counter({'Adj': 3, 'Verb': 2, 'Compare': 2, 'Affect': 2, 'Negemo': 2, 'Relativ': 1, 'Time': 1, 'Bio': 1, 'Health': 1, 'Ingest': 1, 'FocusPresent': 1, 'Drives': 1, 'Reward': 1, 'Function': 1, 'Conj': 1})",21
Napoleon de Geso,"Dont even want good phone, when no cute girls  calling :/","Counter({'planning': 1, 'honour': 1, 'surveillance': 1})",3,"Counter({'Function': 3, 'Social': 3, 'Adverb': 2, 'Affect': 2, 'Posemo': 2, 'Verb': 1, 'CogProc': 1, 'Discrep': 1, 'FocusPresent': 1, 'Drives': 1, 'Reward': 1, 'Percept': 1, 'Hear': 1, 'Conj': 1, 'Interrog': 1, 'Relativ': 1, 'Time': 1, 'Negate': 1, 'Adj': 1, 'Female': 1})",27
AsiaCel,"stravinsky said:                                    Higher chance they are incel if they are coping with the latest gadgets in my experience, honestly. Depends on your social class of course, but still.            Click to expand...      I don't think a autist will care about new phone with a 1MP better camera to pay thousands of dollars for it.    It's for the normies to show off to their friends and for social status.    I have a sister who begs for a new iphone.when I exposed it to her that there are phones 500$ cheaper with just performance as good (Specifications) she lost the argument and just says that iphones are 'useful'","Counter({'surveillance': 3, 'honour': 2, 'planning': 1, 'relationship': 1, 'suicide': 1, 'threat': 1})",9,"Counter({'Function': 53, 'Prep': 19, 'Social': 16, 'Verb': 12, 'Pronoun': 12, 'Drives': 10, 'FocusPresent': 9, 'Relativ': 9, 'Ppron': 7, 'Article': 7, 'Affect': 7, 'Percept': 6, 'Auxverb': 6, 'Conj': 6, 'Adj': 6, 'Adverb': 6, 'Time': 5, 'Posemo': 5, 'Ipron': 5, 'Hear': 4, 'CogProc': 4, 'Compare': 4, 'Space': 4, 'Affiliation': 4, 'Work': 4, 'They': 3, 'Money': 3, 'Power': 3, 'Female': 3, 'FocusPast': 2, 'Tentat': 2, 'Differ': 2, 'Achieve': 2, 'Reward': 2, 'Interrog': 2, 'SheHe': 2, 'Negemo': 2, 'Discrep': 1, 'I': 1, 'You': 1, 'Insight': 1, 'FocusFuture': 1, 'Number': 1, 'See': 1, 'Friend': 1, 'Family': 1, 'Sad': 1, 'Anger': 1})",269
Red Pill Rage,"AsiaCel said:                                    If you don't have the latest iphone X and whatever airpods you're seen as a weirdo or someone really poor. Damages your social status.    There's a high change someone Is incel if they dont bother with the latest gadgets.    We simply don't have the logistics to shell out thousands of dollars (depends where you live) for a new phone with 2GB more RAM nor we care enough about it.                                                                            My phone is a old Samsung from 2016. Does everything just fine and effortlessly. No gimmick new features, wunderwaffe wireless features. Just a mini PC I can use.    As for chad, he can use a Nokia 3310 and still slay.            Click to expand...      If you're ugly, you can have a diamond-studded phone, and you will still be incel. That's why we don't bother keeping up with the latest phones-- it doesn't help us.","Counter({'surveillance': 4, 'frustration': 2, 'suicide': 1, 'relationship': 1, 'loneliness': 1, 'weaponry': 1, 'help': 1})",11,"Counter({'Function': 66, 'Social': 22, 'Pronoun': 18, 'Verb': 15, 'FocusPresent': 14, 'Relativ': 14, 'Prep': 13, 'Ppron': 12, 'CogProc': 12, 'Article': 11, 'Adj': 11, 'Auxverb': 10, 'Drives': 10, 'Time': 8, 'Conj': 8, 'Adverb': 8, 'You': 7, 'Affect': 7, 'Percept': 6, 'Ipron': 6, 'Hear': 5, 'Compare': 5, 'Negemo': 5, 'Tentat': 5, 'Power': 5, 'Affiliation': 5, 'Space': 5, 'Cause': 5, 'Differ': 4, 'Interrog': 3, 'Anger': 3, 'We': 3, 'FocusPast': 2, 'Money': 2, 'Negate': 2, 'Posemo': 2, 'See': 1, 'Motion': 1, 'Discrep': 1, 'They': 1, 'Number': 1, 'Bio': 1, 'Health': 1, 'Quant': 1, 'Certain': 1, 'Achieve': 1, 'Work': 1, 'SheHe': 1, 'Male': 1, 'Death': 1, 'FocusFuture': 1})",354
EyesAreSoCold,I didn't get a smartphone until like 2015 and I never really cared about them just got the cheapest shit tbh.,Counter({'relationship': 1}),1,"Counter({'Function': 10, 'Adverb': 4, 'Verb': 3, 'Drives': 3, 'Prep': 3, 'Reward': 2, 'Article': 2, 'Conj': 2, 'Relativ': 2, 'Time': 2, 'Compare': 2, 'CogProc': 2, 'Affect': 2, 'FocusPast': 2, 'Informal': 2, 'FocusPresent': 1, 'Negate': 1, 'Certain': 1, 'Differ': 1, 'Posemo': 1, 'Pronoun': 1, 'Ppron': 1, 'They': 1, 'Social': 1, 'Adj': 1, 'Power': 1, 'Money': 1, 'Negemo': 1, 'Anger': 1, 'Bio': 1, 'Body': 1, 'Swear': 1, 'Netspeak': 1})",61
MarriedAndLookin4Fun,"Same bro, before getting a new phone I was stuck with a shitty 80€ LG phone that died randomly due to the boot loop glitch  Ngl xiami is really good","Counter({'surveillance': 2, 'deadline': 1, 'honour': 1})",4,"Counter({'Function': 10, 'Verb': 5, 'Relativ': 4, 'Social': 3, 'Drives': 3, 'Prep': 3, 'Time': 3, 'Article': 3, 'FocusPast': 3, 'Informal': 2, 'Adj': 2, 'Reward': 2, 'Percept': 2, 'Hear': 2, 'Auxverb': 2, 'Affect': 2, 'CogProc': 2, 'Family': 1, 'Male': 1, 'Affiliation': 1, 'Compare': 1, 'Space': 1, 'Negemo': 1, 'Anger': 1, 'Bio': 1, 'Body': 1, 'Swear': 1, 'Pronoun': 1, 'Ipron': 1, 'Death': 1, 'Tentat': 1, 'FocusPresent': 1, 'Adverb': 1, 'Differ': 1, 'Posemo': 1})",71
Hell,Didn't buy a smartphone until 2016 after my grandma practically begged me to get one.  I think even she was embarrassed to be seen with me and my ancient brick.,"Counter({'loneliness': 1, 'planning': 1, 'surveillance': 1, 'god': 1})",4,"Counter({'Function': 16, 'Prep': 5, 'Pronoun': 5, 'Ppron': 5, 'Verb': 5, 'I': 4, 'Relativ': 3, 'Time': 3, 'Social': 3, 'FocusPast': 3, 'FocusPresent': 3, 'Conj': 2, 'Adj': 2, 'Female': 2, 'Adverb': 2, 'CogProc': 2, 'Drives': 2, 'Auxverb': 2, 'Money': 1, 'Article': 1, 'Compare': 1, 'Family': 1, 'Tentat': 1, 'Power': 1, 'Reward': 1, 'Number': 1, 'Insight': 1, 'SheHe': 1, 'Affect': 1, 'Negemo': 1, 'Anx': 1, 'Percept': 1, 'See': 1})",84
angrycurrycel,Yeah I have an iPhone 6s. Haven’t upgraded in 3 years because I don’t see the need to anymore.,"Counter({'surveillance': 1, 'help': 1})",2,"Counter({'Function': 7, 'Verb': 3, 'FocusPresent': 3, 'Relativ': 3, 'Article': 2, 'Prep': 2, 'Time': 2, 'CogProc': 2, 'Auxverb': 1, 'Space': 1, 'Conj': 1, 'Cause': 1, 'Percept': 1, 'See': 1, 'Discrep': 1, 'Pronoun': 1, 'Ipron': 1})",33
mr_lightsoff,That's enough pills swallowed for the day,Counter(),0,"Counter({'Bio': 2, 'Ingest': 2, 'Function': 2, 'Health': 1, 'Prep': 1, 'Article': 1, 'Relativ': 1, 'Time': 1})",11
Sgtpinkie,"I have an outdated android from 2012, tbh it works like a charm.",Counter({'relationship': 1}),1,"Counter({'Function': 6, 'Verb': 2, 'FocusPresent': 2, 'Article': 2, 'Prep': 2, 'Auxverb': 1, 'Informal': 1, 'Netspeak': 1, 'Pronoun': 1, 'Ipron': 1, 'Drives': 1, 'Achieve': 1, 'Work': 1, 'Compare': 1, 'Affect': 1, 'Posemo': 1})",25
PowerLevelCel,"I bought my smartphone in 2016, so it's three years old now. I don't think it has any importance though, and I know normies who also have old phones. Chad doesn't neither need a phone to slay. Only fags care about having the newest stuff tbh.","Counter({'loneliness': 2, 'planning': 1, 'help': 1, 'surveillance': 1, 'weaponry': 1, 'relationship': 1})",7,"Counter({'Function': 19, 'Verb': 9, 'FocusPresent': 7, 'Relativ': 6, 'CogProc': 6, 'Pronoun': 5, 'Adverb': 5, 'Time': 5, 'Conj': 4, 'Ipron': 4, 'Prep': 3, 'Auxverb': 3, 'Social': 3, 'Insight': 2, 'Affect': 2, 'Posemo': 2, 'Differ': 2, 'Percept': 2, 'Hear': 2, 'Adj': 2, 'Compare': 2, 'Article': 2, 'FocusPast': 1, 'Money': 1, 'Ppron': 1, 'I': 1, 'Space': 1, 'Number': 1, 'Quant': 1, 'Tentat': 1, 'Drives': 1, 'Achieve': 1, 'Interrog': 1, 'Negate': 1, 'Discrep': 1, 'Death': 1, 'Informal': 1, 'Netspeak': 1})",113
TheGambler2,"I have an old Galaxy S6,not planning to buy new one until it breaks down.All I do with it is surf the web and listen to music anyways","Counter({'loneliness': 2, 'surveillance': 1})",3,"Counter({'Function': 15, 'Verb': 5, 'Relativ': 5, 'Prep': 5, 'FocusPresent': 4, 'Auxverb': 3, 'Time': 3, 'Article': 2, 'Drives': 2, 'Conj': 2, 'Pronoun': 2, 'Ipron': 2, 'Leisure': 2, 'Percept': 2, 'Hear': 2, 'Negate': 1, 'CogProc': 1, 'Differ': 1, 'Achieve': 1, 'FocusFuture': 1, 'Money': 1, 'Adj': 1, 'Number': 1, 'Power': 1, 'Space': 1, 'Motion': 1, 'Social': 1, 'Adverb': 1, 'Informal': 1, 'Filler': 1})",71
VirginAutistManlet,This is true only because normies are retarded enough to spend $100/month for their phone as they’re with many other things in life.     I prefer having my older phone and paying $10 month and putting the other $90 into a Roth IRA.     Just putting $500/month to an account like this works out to $1.5m over 30 years with all the compounding interest.,"Counter({'surveillance': 2, 'suicide': 1, 'loneliness': 1, 'relationship': 1})",5,"Counter({'Function': 30, 'Prep': 12, 'Relativ': 11, 'Pronoun': 7, 'CogProc': 6, 'Verb': 5, 'Time': 5, 'FocusPresent': 4, 'Conj': 4, 'Social': 4, 'Ipron': 4, 'Space': 4, 'Article': 4, 'Auxverb': 3, 'Adj': 3, 'Money': 3, 'Ppron': 3, 'Compare': 3, 'Affect': 2, 'Posemo': 2, 'Certain': 2, 'They': 2, 'Percept': 2, 'Hear': 2, 'Quant': 2, 'Differ': 2, 'Work': 2, 'Motion': 2, 'Drives': 2, 'Adverb': 1, 'Cause': 1, 'Informal': 1, 'Swear': 1, 'Bio': 1, 'Health': 1, 'Insight': 1, 'Discrep': 1, 'I': 1, 'Achieve': 1, 'Power': 1})",148
stravinsky,"AsiaCel said:                                    I don't think a autist will care about new phone with a 1MP better camera to pay thousands of dollars for it.    It's for the normies to show off to their friends and for social status.            Click to expand...      Outside of very rich areas, only really low tier normies go all out on the expensive street wear and electronics, as is to be expected via attempted overcompensation and as a result of not having enough of a social life to be half broke most of the time like proper normies. They blow money on all kinds of other things.. partying, drugs and such. They are well integrated enough into the normie sector to not need to try and dress up their flaws with accessories. As far as really diving deep into phone specs and custom roms and things like that, that is failed normie to truecel territory if you are not Chad the EE.    Your sister being dumb enough to fall for Apple marketing is just foid 101, I thought the thing discussed was male phone choices.","Counter({'surveillance': 5, 'planning': 3, 'relationship': 3, 'loneliness': 1, 'suicide': 1, 'desperation': 1, 'help': 1})",15,"Counter({'Function': 85, 'Prep': 36, 'Verb': 20, 'Relativ': 20, 'CogProc': 18, 'Space': 16, 'Social': 14, 'FocusPresent': 13, 'Drives': 13, 'Auxverb': 11, 'Conj': 11, 'Article': 10, 'Affect': 10, 'Adj': 10, 'Pronoun': 10, 'Adverb': 8, 'Differ': 8, 'Compare': 7, 'Ipron': 7, 'Posemo': 6, 'Money': 6, 'Percept': 5, 'Affiliation': 5, 'Power': 5, 'Hear': 4, 'Work': 4, 'Negemo': 4, 'FocusPast': 3, 'Insight': 3, 'Achieve': 3, 'Ppron': 3, 'Sad': 3, 'Quant': 3, 'Bio': 3, 'Discrep': 3, 'Negate': 3, 'Tentat': 3, 'FocusFuture': 2, 'Time': 2, 'Reward': 2, 'Number': 2, 'They': 2, 'Motion': 2, 'Certain': 2, 'Health': 2, 'Informal': 2, 'See': 1, 'Friend': 1, 'Body': 1, 'Cause': 1, 'Leisure': 1, 'Nonflu': 1, 'Relig': 1, 'Risk': 1, 'You': 1, 'Family': 1, 'Female': 1, 'Anger': 1, 'Swear': 1, 'Male': 1})",428
VirtueSignaller,AsiaCel said:                                    I don't think a autist will care about new phone with a 1MP better camera to pay thousands of dollars for it.    It's for the normies to show off to their friends and for social status.    I have a sister who begs for a new iphone.when I exposed it to her that there are phones 500$ cheaper with just performance as good (Specifications) she lost the argument and just says that iphones are 'useful'            Click to expand...      You should cut ties with your low iq sister tbh.,"Counter({'surveillance': 3, 'planning': 1, 'relationship': 1, 'honour': 1, 'suicide': 1, 'threat': 1, 'violence': 1, 'loneliness': 1})",10,"Counter({'Function': 42, 'Prep': 16, 'Social': 14, 'Verb': 11, 'Drives': 11, 'Pronoun': 9, 'Affect': 8, 'FocusPresent': 7, 'Article': 6, 'Relativ': 6, 'Percept': 5, 'Auxverb': 5, 'Adverb': 5, 'Adj': 5, 'Ipron': 5, 'Hear': 4, 'Posemo': 4, 'Ppron': 4, 'Affiliation': 4, 'Conj': 4, 'Power': 4, 'Female': 4, 'Negemo': 4, 'Time': 3, 'Compare': 3, 'Money': 3, 'Space': 3, 'FocusPast': 2, 'CogProc': 2, 'Achieve': 2, 'Reward': 2, 'Work': 2, 'Family': 2, 'Interrog': 2, 'SheHe': 2, 'Sad': 2, 'Insight': 1, 'FocusFuture': 1, 'Number': 1, 'See': 1, 'They': 1, 'Friend': 1, 'Anger': 1, 'Discrep': 1, 'You': 1, 'Informal': 1, 'Netspeak': 1})",228
